timestamp,ambient_temp,altitude,engine_load,engine_rpm,fuel_consumption,air_filter_pressure,coolant_temp,egt_turbo_inlet
2024-02-01 00:00:00,26.286999626723468,1079.9107098469913,71.98638774682551,1625.7138966351442,182.6988937319004,3.007312092227905,89.8141424242823,440.6779458378356
2024-02-01 00:01:00,20.457592836096698,1021.6056657327687,72.2171340035719,1721.7244117615674,185.35726221040534,3.215014150730118,86.93242124505392,446.81541617399307
2024-02-01 00:02:00,23.107484469705884,1099.9810156029491,74.3716282510684,1873.7523865224366,199.43427965648382,4.07032331695248,90.29027786521567,446.3370393183681
2024-02-01 00:03:00,22.325422006122146,1063.657200640378,82.111590263651,1814.6826759797384,206.67314393935783,3.285605210539075,89.26950223601736,457.19941870434315
2024-02-01 00:04:00,29.290366730358127,985.4468000813343,74.45771960346383,1797.9231129898035,183.90994316109615,3.111914348909918,85.62005467662694,449.1602664190532
2024-02-01 00:05:00,22.934950088426366,1234.4858260126277,79.86890206328017,1820.5126357923366,195.4015290739755,3.050986675306637,89.48328288107177,451.18751901788363
2024-02-01 00:06:00,27.490942922436414,1162.8112662549147,70.20658290962281,1645.8597206229467,190.8008621668067,3.2222908169447835,89.17702630924349,448.5835374922404
2024-02-01 00:07:00,35.05099623785993,959.7243855046368,76.84861820675133,1695.3780401643598,183.36660146438524,3.5725066333036897,86.25027149315457,460.2041690582006
2024-02-01 00:08:00,31.31430772258827,992.8983575065394,76.09454314335419,1871.8582440124428,186.97221133720117,2.888153089447235,89.88543231961054,449.0449293607167
2024-02-01 00:09:00,22.80392571566183,1151.6973333678723,76.50619891512633,1854.5022418995566,175.86416909420535,2.877503198303099,87.09137446022936,437.53047586598717
2024-02-01 00:10:00,23.267810535056746,1197.9404808459603,86.00583893615888,2085.169823834539,182.14449251327508,2.797721389901347,87.17528059727567,449.6289362791992
2024-02-01 00:11:00,27.276598297786233,1180.1019315533654,78.4277470169652,1537.113240205868,191.07936464808662,3.4427376350129917,86.28819954482871,450.69452360198096
2024-02-01 00:12:00,16.656686464931838,878.041814272402,73.34117802709623,1710.393134096028,199.67392180277784,3.9358811816047137,88.38413068867771,445.1495628882628
2024-02-01 00:13:00,20.689572524950936,1047.7508575625943,67.96924320860339,1778.010173830435,182.99382637157822,2.870079082735184,86.28115461661652,443.81582447079944
2024-02-01 00:14:00,27.464554240618707,1164.6949996239066,79.27960577092095,1815.8364303284234,184.95500344488983,3.0469676088169093,87.1145501970352,447.6770970190595
2024-02-01 00:15:00,24.37843301927257,1004.0505426432051,79.8649707207296,1778.3126179909925,184.72561077628316,2.4196435812763184,87.46891317561172,448.189304931117
2024-02-01 00:16:00,34.675681437001714,1167.361508508542,72.35593796350369,1550.4285528007113,184.17729568758307,3.0280864720913723,86.76468797232481,441.6540105940597
2024-02-01 00:17:00,21.907786725078058,1002.7112615750108,65.09920532447096,1881.9336397315662,190.8632833173286,2.062091780311214,88.41526689042658,443.0921626900409
2024-02-01 00:18:00,19.765805068924713,1057.0141876064095,80.29514067199392,1794.2397411767047,177.0150196830416,3.110994175585713,86.59618475307599,447.95466532288424
2024-02-01 00:19:00,20.55191205669899,959.122828273503,74.99638365194971,1878.759035980597,188.70093605357124,2.5674550927221467,89.67836288097892,441.79192649983213
2024-02-01 00:20:00,25.07020268598564,959.9957585150986,76.58993217521319,1569.7162387041117,191.63084682056453,3.5544839431064053,89.33446867897918,443.8771821467328
2024-02-01 00:21:00,24.19585156917108,935.7793395349529,68.80842500066025,1651.495122971562,201.57607292208107,2.7566172517961762,90.24218129388386,449.5987783727522
2024-02-01 00:22:00,36.15179824415969,1005.2902963388816,75.71290076708519,1862.5979974632678,189.91345511826344,2.7861861307367572,86.46389086008753,462.322563578904
2024-02-01 00:23:00,23.004421407372384,924.8724472830337,75.10283372258641,1650.2543151343164,188.7287977640866,3.5523862799723513,87.92062165182723,447.82802730592937
2024-02-01 00:24:00,25.272222816822858,1147.0614785692887,77.5654400080103,1945.5188401401413,191.57010400832405,2.9389911815086958,87.25574627316138,452.52114667696867
2024-02-01 00:25:00,29.420909075975594,972.3660841108514,70.36458837027006,1766.3745534124798,195.5240298953791,3.2892622051568265,88.14129589805584,445.7429524540949
2024-02-01 00:26:00,24.460097193285332,1034.7468510102387,81.9837085223549,1683.032964357602,181.5287336061898,3.7966284061345883,89.19888871392631,442.5556596947559
2024-02-01 00:27:00,27.778034921259103,978.2005745163045,70.62475990194783,1607.5141909088213,189.7353898684044,3.5658317414935845,89.57791116946271,447.47359510370825
2024-02-01 00:28:00,26.974533179750885,1128.6617924885018,76.42171576723294,1905.7479889510885,198.31125897724084,2.1021397161706767,92.14387104888253,454.63908721876254
2024-02-01 00:29:00,29.18602511323649,1022.4301060449126,71.91263370761266,1994.1123868859663,182.9426983432666,3.5574295001279483,89.30094737680977,461.6867685185545
2024-02-01 00:30:00,17.960609148017113,1077.2754064291394,72.38751988674525,1923.6778912704049,178.33545280151347,4.054430917859797,88.79740571095397,446.61722396257215
2024-02-01 00:31:00,29.03924706817451,1028.0401874277113,69.76509662755058,2068.4568065693434,208.85762167663813,2.96917884424292,85.9377099355205,460.44193793648134
2024-02-01 00:32:00,24.30858177679495,1143.9063347203905,76.96932965483668,1634.9065633324265,177.20994371733119,3.342784581117436,89.35166256344968,445.72280950578255
2024-02-01 00:33:00,25.93589292666998,993.9375196191644,77.2670423116062,1799.181218762729,189.86460620491104,2.6995715359907466,84.305297278453,452.48781836419613
2024-02-01 00:34:00,23.06670932243301,824.3849646453252,75.22435234375526,1830.1986784764015,197.8675963913687,3.3215134008003333,90.31665645559845,458.4908616810111
2024-02-01 00:35:00,33.29524364895996,1043.9066107846072,78.90347198837223,1733.3746122905745,189.11167786678388,3.1166058336504867,92.4140451294736,456.33783952942787
2024-02-01 00:36:00,14.764654344537387,1031.5591296296518,77.71552693343408,1654.7059761511064,184.95835009459125,2.7956164318794015,87.09564075149095,443.8490032467263
2024-02-01 00:37:00,31.996584931530872,978.9949061437504,74.24658175545952,1917.0758469635427,186.32837530820228,2.451463130522801,83.11366109876886,450.83404289454927
2024-02-01 00:38:00,21.60496439398904,969.8457917657389,80.6733613684129,1909.6943640296547,180.19578936775665,3.8801234652872054,86.56220648421893,444.28383136235163
2024-02-01 00:39:00,32.644925672979795,1001.3777784664632,74.50056766780554,2023.8397140889438,188.2608981251064,2.9602253977953845,85.93447949458988,456.5719430050838
2024-02-01 00:40:00,31.106079816267343,1011.9905414376091,79.28395105965238,1948.1809435012424,194.2485268057746,3.6562677157535752,89.74799686758348,452.6893432187733
2024-02-01 00:41:00,30.074942583913494,1098.588122954618,73.69847284650277,1791.5278133880586,169.41162617714232,3.6480360658164477,90.82152729575739,454.62287047743496
2024-02-01 00:42:00,29.140649911748508,978.7892198775618,73.6448115910597,1887.4275387721686,194.66367196126347,3.396822557536983,89.04981202992273,454.6981454638529
2024-02-01 00:43:00,36.33146354105096,1083.700582267554,81.35492210840813,1952.6657117603518,185.69279548151113,2.8398188102798096,84.2162245230344,458.0702298128935
2024-02-01 00:44:00,22.025221649332856,820.6140218097748,70.18014382155465,1831.369722004307,182.6512802012489,3.180771444297744,88.57613202494332,457.85273912701365
2024-02-01 00:45:00,22.09365231235792,1029.949061305128,72.30260658775714,1712.2286502498569,183.92146908537694,2.8936387618025416,90.0267305583063,434.7539481579525
